# x_m, y_m, w_tr_right_m, w_tr_left_m
22059.905068898646,52834.20992533211,4.7052988958407065,4.7052988958407065
22062.699766417318,52837.753358074726,4.758680528912974,4.758680528912974
22065.484062821517,52841.3068336053,4.7228018992922145,4.7228018992922145
22068.385295740554,52844.76487510213,4.786064778540872,4.786064778540872
22071.29114094792,52848.21982523387,4.768853274331629,4.768853274331629
22074.2771652137,52851.605644948766,4.767740533592642,4.767740533592642
22077.348074107227,52854.91439448764,4.761341486742903,4.761341486742903
22080.411978589735,52858.229145450765,4.762845465812288,4.762845465812288
22083.5659846355,52861.45803987277,4.73364018121095,4.73364018121095
22086.775654659992,52864.63077608698,4.754402669927958,4.754402669927958
22090.042349225165,52867.743734462885,4.815377552673274,4.815377552673274
22093.351842453536,52870.80946965721,4.854574973410151,4.854574973410151
22096.661660982267,52873.87259738529,4.834447949473829,4.834447949473829
22100.017365800355,52876.884665215635,4.805901506212009,4.805901506212009
22103.423075667197,52879.83923382856,4.782481795271999,4.782481795271999
22106.88028754456,52882.732331127656,4.784051177407748,4.784051177407748
22110.381676960555,52885.57027735197,4.773306243051086,4.773306243051086
22113.918725515614,52888.36165401311,4.820508023479268,4.820508023479268
22117.51201799407,52891.07913582718,4.84968827769399,4.84968827769399
22121.133179382694,52893.756262662355,4.777025704794831,4.777025704794831
22124.75931354141,52896.42299814559,4.742823072263022,4.742823072263022
22128.399821413375,52899.06820591903,4.701427951064936,4.701427951064936
22132.11175058321,52901.61225421427,4.7123118807799536,4.7123118807799536
22135.83469982154,52904.13692750128,4.738100505396269,4.738100505396269
22139.53863132119,52906.68801221035,4.749113042056722,4.749113042056722
22143.33719583725,52909.09652991951,4.741953449674733,4.741953449674733
22147.15589268981,52911.470260012764,4.778288641634481,4.778288641634481
22151.03416935126,52913.74528511234,4.8351353300031805,4.8351353300031805
22154.910928367557,52916.01751713211,4.811970205626852,4.811970205626852
22158.809697792683,52918.24938556476,4.7512471096314295,4.7512471096314295
22162.66575787273,52920.554041555784,4.6914030119667105,4.6914030119667105
22166.566190199366,52922.78313893079,4.64831697878493,4.64831697878493
22170.537283042802,52924.88373390447,4.6724334638154374,4.6724334638154374
22174.514666927967,52926.970630052834,4.681645401564809,4.681645401564809
22178.513374435588,52929.01585074642,4.676895757069466,4.676895757069466
22182.52230830912,52931.04115576642,4.640060461051888,4.640060461051888
22186.59286026834,52932.93969778431,4.6298410674899495,4.6298410674899495
22190.66065337329,52934.842053272776,4.630701064602121,4.630701064602121
22194.759080333963,52936.67706018316,4.638168390034003,4.638168390034003
22198.86945058,52938.4845104607,4.64143540978403,4.64143540978403
22203.020286068968,52940.196751480646,4.695034741040374,4.695034741040374
22207.1829897008,52941.87806533552,4.685236699613667,4.685236699613667
22211.360244736796,52943.5218449332,4.676613047503062,4.676613047503062
22215.56968995678,52945.08082855219,4.688604483488004,4.688604483488004
22219.776815262383,52946.644240570924,4.695968071454775,4.695968071454775
22224.006482571873,52948.145418702115,4.705855063850389,4.705855063850389
22228.239119718368,52949.639047842196,4.6502788930538195,4.6502788930538195
22232.501173230132,52951.04659026519,4.672351493596764,4.672351493596764
22236.771918394275,52952.428096218195,4.728939146610918,4.728939146610918
22241.05862439188,52953.760148163965,4.765769385152662,4.765769385152662
22245.35103044243,52955.07658744993,4.712462436236734,4.712462436236734
22249.67952485212,52956.268408541655,4.688939310760123,4.688939310760123
22254.010466552623,52957.45181443071,4.6251924856245425,4.6251924856245425
22258.348987109974,52958.60997769249,4.653198311003097,4.653198311003097
22262.72509217758,52959.61652925475,4.673887556453733,4.673887556453733
22267.104905385553,52960.604101095996,4.693904371226622,4.693904371226622
22271.490789337986,52961.56422810938,4.731966188176315,4.731966188176315
22275.880146364936,52962.5114250139,4.726236037875772,4.726236037875772
22280.281159208378,52963.40590157006,4.641158537337209,4.641158537337209
22284.697729385556,52964.22133603651,4.65713839907252,4.65713839907252
22289.12346116784,52964.98743928577,4.685727391752599,4.685727391752599
22293.5607963092,52965.683651532505,4.640040865984641,4.640040865984641
22298.002915912253,52966.34941190247,4.642038403095855,4.642038403095855
22302.456455151914,52966.93070812273,4.626385044031792,4.626385044031792
22306.913062912576,52967.4827123526,4.644930931354052,4.644930931354052
22311.37551562942,52967.975495670595,4.687265319227315,4.687265319227315
22315.833428225997,52968.503165206406,4.70511058998569,4.70511058998569
22320.292094378783,52969.01347210622,4.683533758343489,4.683533758343489
22324.75544719528,52969.449679955695,4.6786367894976255,4.6786367894976255
22329.216183036635,52969.88896032974,4.629567851534071,4.629567851534071
22333.678290986452,52970.280640707264,4.63200449289046,4.63200449289046
22338.138296335852,52970.67524130422,4.628154943205324,4.628154943205324
22342.597052794004,52971.07177812289,4.623431899547656,4.623431899547656
22347.05266269483,52971.50103630831,4.614690889680134,4.614690889680134
22351.512556338857,52971.87293038033,4.634490249958862,4.634490249958862
22355.976678700747,52972.192978306,4.634643580623824,4.634643580623824
22360.441656005845,52972.505458386535,4.624903378396481,4.624903378396481
22364.89765313853,52972.93347140966,4.568103031071213,4.568103031071213
22369.357043328142,52973.320357480785,4.583861394171498,4.583861394171498
22373.819216695934,52973.673822744546,4.645845230095231,4.645845230095231
22378.281153938966,52974.03165948283,4.655300752556857,4.655300752556857
22382.742349593038,52974.39999449032,4.64870394091661,4.64870394091661
22387.201287615877,52974.7977260038,4.690035168221214,4.690035168221214
22391.662911662494,52975.1623923592,4.658637224545352,4.658637224545352
22396.121919594785,52975.56066375714,4.651616349627356,4.651616349627356
22400.586262876182,52975.891867490376,4.651720466429178,4.651720466429178
22405.048141376436,52976.25438492405,4.652515120454216,4.652515120454216
22409.510202338708,52976.614583679446,4.65265343328175,4.65265343328175
22413.969982345083,52977.00364510104,4.6497006074110345,4.6497006074110345
22418.431934193326,52977.36480370053,4.64162446311893,4.64162446311893
22422.89142371193,52977.756942367734,4.616602405634825,4.616602405634825
22427.351409920717,52978.142233446706,4.659505685130063,4.659505685130063
22431.810864351028,52978.53367490778,4.687990714257964,4.687990714257964
22436.269813476294,52978.93081418485,4.645932113990083,4.645932113990083
22440.73098136527,52979.29869608665,4.598238595357563,4.598238595357563
22445.196115368457,52979.614912520046,4.615122336769647,4.615122336769647
22449.659679274857,52979.9502436334,4.634093016412454,4.634093016412454
22454.118296590575,52980.34769528042,4.613011484196888,4.613011484196888
22458.581641703087,52980.68379525757,4.596836727009915,4.596836727009915
22463.040152009,52981.0803705108,4.561295745164094,4.561295745164094
22467.50212659148,52981.431849560264,4.605881437796131,4.605881437796131
22471.960845768688,52981.82360561875,4.630927426592992,4.630927426592992
22476.424166181314,52982.15611211219,4.676034199574176,4.676034199574176
22480.888134518158,52982.480095413324,4.683512146165899,4.683512146165899
22485.346466747178,52982.876334779416,4.634450264465455,4.634450264465455
22489.804015889946,52983.28719670563,4.61810840584374,4.61810840584374
22494.264249474458,52983.67383110446,4.641120084804339,4.641120084804339
22498.72193186962,52984.11003560985,4.601702946755345,4.601702946755345
22503.18875734383,52984.45475995549,4.608982057623847,4.608982057623847
22507.66140673765,52984.74520360047,4.690316442173915,4.690316442173915
22512.130676639987,52985.09699958667,4.737786611355839,4.737786611355839
22516.595618955806,52985.516239174176,4.718356873633982,4.718356873633982
22521.066240133936,52985.84637158419,4.73357440736973,4.73357440736973
22525.534393314418,52986.19534792546,4.778459154259824,4.778459154259824
22530.003205436413,52986.51164077287,4.794689611126015,4.794689611126015
22534.46928101425,52986.85219423027,4.77709941507698,4.77709941507698
22538.933606071405,52987.20726348709,4.776873994128274,4.776873994128274
22543.400581925016,52987.509292230694,4.819918970053179,4.819918970053179
22547.870270276067,52987.76025159584,4.8523559456246765,4.8523559456246765
22552.33863920757,52988.02827567827,4.841598634642145,4.841598634642145
22556.809637814426,52988.252267556,4.8496686191684635,4.8496686191684635
22561.281565401583,52988.4617223689,4.881518339704227,4.881518339704227
22565.746858347495,52988.78025951819,4.833449681876695,4.833449681876695
22570.214984174738,52989.055708817206,4.788271428583061,4.788271428583061
22574.683791068557,52989.32307017114,4.747100309795692,4.747100309795692
22579.159337194673,52989.48290653155,4.816960385865352,4.816960385865352
22583.627493283107,52989.764487937166,4.824078180778009,4.824078180778009
22588.093746979284,52990.07855933695,4.763493865675321,4.763493865675321
22592.56459991,52990.31749143784,4.797888535963009,4.797888535963009
22597.034575162583,52990.57088919672,4.810609379792087,4.810609379792087
22601.502596641287,52990.85676712928,4.764438476755451,4.764438476755451
22605.97338253122,52991.09615621755,4.771756175675545,4.771756175675545
22610.446413038306,52991.2969017937,4.726748697472588,4.726748697472588
22614.913638076534,52991.59544485086,4.694087098157158,4.694087098157158
22619.38473289126,52991.8281455439,4.735232346985569,4.735232346985569
22623.856897099005,52992.04249995168,4.745777576858487,4.745777576858487
22628.323498005295,52992.35345448177,4.694414518421618,4.694414518421618
22632.79600645692,52992.564006556815,4.707173241960177,4.707173241960177
22637.267877138416,52992.787790166294,4.723860703104588,4.723860703104588
22641.735705329545,52993.08646164373,4.747062999540565,4.747062999540565
22646.20688121204,52993.33157772123,4.7411938720708315,4.7411938720708315
22650.679748769988,52993.55270960146,4.7074123738396185,4.7074123738396185
22655.150663178603,52993.81868148183,4.71065487087911,4.71065487087911
22659.623172840737,52994.06536517451,4.694724296919056,4.694724296919056
22664.096628943054,52994.3084706604,4.703580680823235,4.703580680823235
22668.56874790774,52994.60621813724,4.690587003601761,4.690587003601761
22673.041834351745,52994.866753581635,4.696358417073445,4.696358417073445
22677.50950829411,52995.12242523908,4.616650342355851,4.616650342355851
22681.96830504025,52995.29152981771,4.698352201228101,4.698352201228101
22686.400399676826,52995.53400102409,4.6736331554185355,4.6736331554185355
22690.797422571668,52995.84356565974,4.653037151898267,4.653037151898267
22695.1763421648,52996.053992033296,4.697579105625794,4.697579105625794
22699.538992559043,52996.33702008224,4.761093024873081,4.761093024873081
22703.969904765385,52996.55423180192,4.854764299667408,4.854764299667408
22708.584309122667,52996.82459611213,5.026601461728514,5.026601461728514
22713.415889369844,52997.556884078345,5.0569297108488875,5.0569297108488875
22717.977080627395,52999.55656960281,4.965651038263667,4.965651038263667
22721.450818350448,53003.0951380889,4.951100545646885,4.951100545646885
22723.54638998548,53007.54048823631,4.784348163745172,4.784348163745172
22725.082461817517,53011.98195965443,4.676816952935234,4.676816952935234
22726.473958112827,53016.30495529044,4.7007440876374424,4.7007440876374424
22727.803939704856,53020.58294700502,4.8019841087315625,4.8019841087315625
22729.15203065329,53024.889912998085,4.946040602037544,4.946040602037544
22730.652673087985,53029.30585087999,5.077153048614254,5.077153048614254
22732.57584433827,53033.76018840738,5.1203638421867135,5.1203638421867135
22735.587072041097,53037.5298414343,4.957909810302412,4.957909810302412
22739.68030518687,53040.04218262592,5.089701106346881,5.089701106346881
22744.441390223586,53041.16356168616,5.177407807377112,5.177407807377112
22749.09971682562,53041.838737557526,5.033782421087233,5.033782421087233
22753.52609816107,53042.552284612604,4.964198748257841,4.964198748257841
22757.84765664155,53043.325631133994,4.917877020915201,4.917877020915201
22762.16074400906,53044.10925470004,4.868226221653867,4.868226221653867
22766.498362932492,53044.91567595531,4.841665604325802,4.841665604325802
22770.864352051423,53045.777979742605,4.848709427749895,4.848709427749895
22775.233855967264,53046.764402854686,4.831889763826729,4.831889763826729
22779.623292142554,53047.70889688481,4.829666104959362,4.829666104959362
22784.00326039845,53048.71095652317,4.847405908989011,4.847405908989011
22788.374489640373,53049.7428967456,4.877247532607819,4.877247532607819
22792.74677824266,53050.7658964071,4.894257595147668,4.894257595147668
22797.11172818356,53051.83215113267,4.8934947779679865,4.8934947779679865
22801.46719269781,53052.95724809845,4.899350267255423,4.899350267255423
